country,paxp_dom,paxp_int_dep,paxp_int_arr,paxp_int,paxp_tot,year
DZ,0.05789183010992634,0.11125066801146548,0.16240057881844,0.2736512468299055,0.3315430769398318,2016
EC,0.16459994671962472,0.12725351782859876,0.08552521800033322,0.21277873582893198,0.37737868254855667,2016
EE,0.007053240911381169,0.895522966540994,0.14223706157328167,1.0377600281142756,1.0448132690256569,2016
EG,0.012975152076221194,0.10289934863133739,0.9094063223196972,1.0123056709510345,1.0252808230272557,2016
ER,0.0,0.058772719795641054,0.012245596765082183,0.07101831656072324,0.07101831656072324,2016
ES,0.579526345655814,1.4497801553432386,4.25058932479149,5.700369480134729,6.279895825790542,2016
ET,0.013171534944539244,0.01336637525672528,0.18589699351717553,0.19926336877390083,0.21243490371844007,2016
FI,0.30140393840816865,1.0332406569848727,0.6424815935146724,1.675722250499545,1.9771261889077136,2016
FJ,0.21932055798408556,1.0362067352360727,1.6297721193354393,2.665978854571512,2.8852994125555975,2016
FM,0.4452206758714267,0.41763389992115435,0.6596268432727916,1.077260743193946,1.5224814190653728,2016
FR,0.29496925300815346,0.7438786065173989,6.257356031847378,7.001234638364776,7.2962038913729295,2016
GA,0.08335832969100693,0.1910421624277605,0.0588437012027648,0.2498858636305253,0.3332441933215322,2016
GB,0.2640728220285875,1.4649178298061545,13.292406338332755,14.75732416813891,15.021396990167498,2016
GD,0.0,1.808972465908104,0.22262291824735467,2.0315953841554584,2.0315953841554584,2016
GE,0.0012091062977165163,0.38450054943794354,0.09456200392948161,0.47906255336742515,0.4802716596651417,2016
GH,0.021143660968918145,0.036028963976997175,0.07986075073236087,0.11588971470935805,0.1370333756782762,2016
GM,0.0,0.07098438108916397,0.008406323193005641,0.07939070428216961,0.07939070428216961,2016
GN,0.0,0.018032341508304045,0.011594978908439418,0.029627320416743465,0.029627320416743465,2016
GQ,0.21185649515378077,0.15409903022571483,0.02143668260904441,0.17553571283475924,0.38739220798854,2016
GR,0.5800783889087694,1.2691738595243436,1.3208526279316266,2.59002648745597,3.1701048763647397,2016
GT,0.006827625461313585,0.08485360900277587,0.09483551388179835,0.17968912288457423,0.1865167483458878,2016
GW,0.0,0.03191561952581291,0.008803339614747408,0.04071895914056032,0.04071895914056032,2016
GY,1.1787078219051061e-05,0.4592049222838643,0.290371276065032,0.7495761983488962,0.7495879854271152,2016
HK,0.0,3.2801954910967996,1.2738541701037291,4.554049661200529,4.554049661200529,2016
HN,0.023301439168414366,0.09185657612633574,0.05204282342850939,0.14389939955484513,0.1672008387232595,2016
HR,0.061198701106554315,0.798538793224325,0.23872160559812214,1.0372603988224471,1.0984590999290014,2016
HT,0.005097335818342331,0.06726119966561266,0.05201932785352549,0.11928052751913815,0.12437786333748048,2016
HU,0.0,0.5988957581505263,0.5070579025121951,1.1059536606627214,1.1059536606627214,2016
ID,0.3375580757092978,0.0593315504442552,1.5431873617149643,1.6025189121592196,1.9400769878685173,2016
IE,0.010208892263242498,2.901872997660883,0.7668159230342785,3.6686889206951614,3.678897812958404,2016
IL,0.07920298718417502,0.9106106621602957,0.4954664751099818,1.4060771372702776,1.4852801244544527,2016
IN,0.05913424256982746,0.020398151978168,3.157100027724483,3.177498179702651,3.2366324222724785,2016
IQ,0.01140686911261188,0.06900576394982982,0.23855628244884283,0.3075620463986727,0.3189689155112846,2016
IR,0.10548409475524263,0.05169614390873849,0.3515053629724972,0.4032015068812357,0.5086856016364784,2016
IS,0.8520981959269789,6.202560389064708,0.12141605352361029,6.323976442588318,7.176074638515297,2016
IT,0.42922249534033863,0.852331952122774,5.11865075478567,5.970982706908444,6.400205202248783,2016
JM,0.004031082790760574,0.8998905660847394,0.3750899106760741,1.2749804767608135,1.279011559551574,2016
JO,0.006113108395195618,0.32941769269682913,0.31426737991482634,0.6436850726116554,0.649798181006851,2016
JP,0.6424280078560269,0.3073913971545963,4.4987852789785,4.806176676133096,5.448604683989123,2016
KE,0.03795909599495319,0.04422797763516827,0.20434545238535062,0.2485734300205189,0.2865325260154721,2016
KG,0.10338314292533865,0.1801600795748586,0.0235384287101372,0.2036985082849958,0.3070816512103345,2016
KH,0.02814562194458608,0.20446693244090655,0.13790635989779043,0.34237329233869696,0.37051891428328304,2016
KI,0.0,0.196618781545941,0.20735376506405206,0.40397254660999304,0.40397254660999304,2016
KM,0.01585728711234784,0.10184552289815448,0.008070813189264184,0.10991633608741866,0.1257736231997665,2016
KN,0.07035730976759995,2.9366104431320896,0.3213983337973552,3.258008776929445,3.328366086697045,2016
KP,0.0,0.0024059932931039946,0.0004305117084539625,0.002836505001557957,0.002836505001557957,2016
